id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
38093,0.0,2013-01-30,Government Of Tanzania,1290,Government,30.03586182,-4.77822963,Shule Ya Msingi,0,Lake Tanganyika,Kasangezi,Kigoma,16,2,Kasulu,Rusesa,1950,True,GeoData Consultants Ltd,Water authority,Kanenge,True,1976,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
26393,0.0,2011-03-09,Government Of Tanzania,234,DWE,38.72417294,-5.23896024,Bombani,0,Pangani,Bagamoyo A,Tanga,4,3,Muheza,Kwafungo,250,True,GeoData Consultants Ltd,VWC,,False,1983,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
48148,0.0,2012-10-21,Rwssp,0,DWE,32.32261677,-4.02846166,Nyakato,0,Lake Tanganyika,Shinyanga,Shinyanga,17,3,Kahama,Kinamapula,0,True,GeoData Consultants Ltd,,,True,0,other,other,other,wug,user-group,unknown,unknown,milky,milky,seasonal,seasonal,shallow well,shallow well,groundwater,other,other,non functional
40641,0.0,2012-10-19,World Vision,0,World vision,33.81706971,-3.42776848,Tumaini,0,Internal,Kiloleli,Shinyanga,17,2,Maswa,Budekwa,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
41634,600.0,2013-01-28,Tacare,834,DWE,29.74539984,-4.90229551,Kwa Juma Seleman,0,Lake Tanganyika,Kusini,Kigoma,16,3,Kigoma Rural,Simbo,320,True,GeoData Consultants Ltd,WUG,Mkongoro Two,True,1992,afridev,afridev,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
72448,70.0,2013-01-23,Jaica,167,JAICA,39.4753098,-10.31175857,Kwa Hamis Nankuva,0,Ruvuma / Southern Coast,Tabora,Lindi,80,23,Lindi Rural,Nyengedi,234,False,GeoData Consultants Ltd,VWC,JAICA Borehole Scheme,False,2006,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional needs repair
46067,0.0,2011-08-23,Hesawa,0,DWE,33.71140516,-2.76297084,Kwaluhahula,0,Lake Victoria,Nyashimba,Mwanza,19,2,Magu,Nkungulu,0,True,GeoData Consultants Ltd,,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
47358,500.0,2013-01-18,Tcrs,1296,TCRS,30.4834363,-5.61622899,Headquarters,0,Lake Tanganyika,Headquarters,Rukwa,15,1,Mpanda,Mishamo,1,True,GeoData Consultants Ltd,VWC,Kashutakasimba,True,1980,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
56015,0.0,2011-07-13,Danida,0,Central government,33.91236188,-9.65609606,Morovian Church,0,Lake Nyasa,Mbande,Mbeya,12,3,Kyela,Ngonga,0,True,GeoData Consultants Ltd,VWC,Ngana water supplied scheme,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
4812,0.0,2012-10-13,Dwsp,0,DWSP,33.08261842,-3.8170838,Mashineni,0,Internal,Madukani,Shinyanga,17,3,Shinyanga Rural,Didia,0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
25740,0.0,2011-03-12,Amref,36,AMREF,39.20521717,-7.24924931,Kwa Paul,0,Rufiji,Misasa,Pwani,6,4,Mkuranga,Kitomondo,200,True,GeoData Consultants Ltd,VWC,,False,2004,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
25839,0.0,2013-02-15,Lamp,1385,DWE,35.64464859,-4.282033,Mlegea,0,Internal,Dakamu,Manyara,21,1,Babati,Riroda,50,True,GeoData Consultants Ltd,VWC,,True,1996,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
20348,0.0,2011-08-07,Ka,0,KA,31.67136615,-1.83456706,Kwa Kamugisha,0,Lake Victoria,Buyango,Kagera,18,3,Muleba,Muleba,0,True,GeoData Consultants Ltd,VWC,,True,0,other - swn 81,other handpump,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
61239,0.0,2011-07-10,Hesawa,0,DWE,31.47293318,-1.47164927,Kwa Silasi Nyakayango,0,Lake Victoria,Makongora,Kagera,18,2,Bukoba Rural,Ruhunga,0,True,GeoData Consultants Ltd,VWC,,True,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
33498,200.0,2011-02-27,Twe,2170,TWE,34.47524288,-9.60855998,none,0,Lake Nyasa,Ichimbo,Iringa,11,4,Njombe,Matola,20,True,GeoData Consultants Ltd,VWC,Kidabu,False,2008,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
35088,0.0,2013-02-19,Kalitasi,1479,Kalitasi,37.99299543,-4.24156884,Kanisa,0,Pangani,Kigale,Kilimanjaro,3,3,Same,Vuje,830,True,GeoData Consultants Ltd,VWC,Mvango Water Supply,True,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
8957,0.0,2013-03-25,Government Of Tanzania,1721,DWE,37.52819455,-3.25618333,Kwa Eliphace,0,Pangani,Masia,Kilimanjaro,3,4,Moshi Rural,Marangu Mashariki,1,False,GeoData Consultants Ltd,VWC,Una mkolowoni,True,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,non functional
38433,0.0,2013-01-16,Norad,844,Norad,29.6757724,-4.8731499000000005,Kwa Jumma,0,Lake Tanganyika,Msufini,Kigoma,16,4,Kigoma Urban,Buhanda businde,0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa businde,True,1973,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,dry,lake,river/lake,surface,communal standpipe multiple,communal standpipe,non functional
5118,2000.0,2013-11-03,Oxfam,1461,DWE,36.69029559,-3.3481006,Kwa Lewanga,0,Pangani,Marikanda,Arusha,2,2,Arusha Rural,Moivo,200,True,GeoData Consultants Ltd,VWC,Nabaiye pipe line,True,1999,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
42068,0.0,2012-10-14,Tasaf,0,TASAF,32.35662891,-5.04025573,Shuleni,0,Lake Tanganyika,Mapambano,Tabora,14,4,Urambo,Kiloleni,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
8855,0.0,2011-03-18,Rc,2097,RC,34.57338462,-9.30159736,Luidiko Nziko,0,Rufiji,Igongwe,Iringa,11,4,Njombe,Igosi,50,True,GeoData Consultants Ltd,VWC,Samaria,True,2006,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
2628,1000.0,2013-02-03,Cafod,1051,CBHCC,36.94397351,-3.40197564,Kikatiti Primary School,0,Pangani,Kambi Ya Mkaa,Arusha,2,7,Meru,Kikatiti,120,True,GeoData Consultants Ltd,Water Board,Kimasaki gravity water supply,True,2009,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
4602,0.0,2011-03-28,Government Of Tanzania,424,DWE,38.30776468,-5.1019868,Kiwanjani,0,Pangani,Mkwakwani,Tanga,4,2,Korogwe,Makuyuni,1000,True,GeoData Consultants Ltd,VWC,,False,2009,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
53472,0.0,2011-03-12,Amref,13,AMREF,39.21328223,-7.211929,Kwa Mbwela,0,Wami / Ruvu,Ngarambe Kuu,Pwani,6,4,Mkuranga,Mbezi,150,True,GeoData Consultants Ltd,VWC,,False,2003,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
16048,0.0,2013-01-29,Norad,1899,Norad,31.67956915,-8.08486391,Kwa Chocha,0,Lake Rukwa,Dalini,Rukwa,15,4,Sumbawanga Urban,Pito,900,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa pito,True,1986,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non functional
66714,20.0,2013-02-03,Government Of Tanzania,868,Government,37.84715495,-4.22891524,Zahanati,0,Pangani,Muhungani,Kilimanjaro,3,3,Same,Mwembe,210,True,GeoData Consultants Ltd,Water authority,,True,1987,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
20362,0.0,2013-03-18,Lawatefuka Water Supply,1063,Lawatefuka water sup,37.07631841,-3.29058862,Kwa Ndekeo Keiya,0,Pangani,Leiwa,Kilimanjaro,3,7,Siha,Siha Kati,1,True,GeoData Consultants Ltd,Water Board,BL Msumbiji,True,2005,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
69095,0.0,2013-01-18,Rwssp,0,DWE,32.30562202,-3.35281957,Muungano,0,Lake Tanganyika,Kamena,Shinyanga,17,3,Kahama,Lunguya,0,True,GeoData Consultants Ltd,,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,milky,milky,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
4732,4000.0,2011-03-03,Government Of Tanzania,216,Tanzania Government,38.82301752,-5.17717935,Kwahemed,0,Pangani,Kuvukareli,Tanga,4,3,Muheza,Lusanga,195,True,GeoData Consultants Ltd,VWC,Kwemkuna,False,1971,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non functional
20330,0.0,2011-07-10,Hesawa,0,HESAWA,31.82002722,-2.60953032,Chesenya A,0,Lake Victoria,Chesenya,Kagera,18,8,Chato,Chato,0,True,GeoData Consultants Ltd,VWC,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
52927,0.0,2011-07-18,Sida,0,Central government,33.89156788,-9.550040699999998,Kwa Toshi,0,Lake Nyasa,Tenende,Mbeya,12,3,Kyela,Mwaya,0,True,GeoData Consultants Ltd,Water authority,Sinyanga water supplied sch,True,0,gravity,gravity,gravity,water authority,commercial,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
15336,0.0,2013-03-06,Lamp,965,DWE,35.72289459,-3.74220515,Kwa Sebastian,0,Internal,Mayoka B,Manyara,21,1,Babati,Magara,135,True,GeoData Consultants Ltd,VWC,,True,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
24454,0.0,2011-08-06,,0,,33.57261546,-9.06827404,Kwa Mzee Emmanuel,0,Lake Nyasa,Igoye,Mbeya,12,4,Rungwe,Isongole,0,True,GeoData Consultants Ltd,VWC,I,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
36592,50.0,2013-01-29,,551,,39.32353102,-10.71908483,M,0,Ruvuma / Southern Coast,Mbanja,Mtwara,90,33,Newala,Malatu,1,True,GeoData Consultants Ltd,VWC,Mitema/MWS,False,0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
22660,0.0,2013-02-01,Lga,380,LGA,39.12943863,-10.86575145,Chilala,0,Ruvuma / Southern Coast,Chilala,Mtwara,90,33,Masasi,Lulindi,60,True,GeoData Consultants Ltd,VWC,,True,2001,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
9904,0.0,2011-02-04,Unicef,1571,DWE,34.46218928,-9.05953019,Kwa Petro Ngoha,0,Rufiji,Wangamiko,Iringa,11,4,Njombe,Luduga,120,True,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,True,2010,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
50231,0.0,2011-08-02,Government Of Tanzania,0,Government,33.427689,-2.6106336,Kwa Charles,0,Lake Victoria,Nyambitilwa,Mwanza,19,2,Magu,Nyigogo,0,True,GeoData Consultants Ltd,VWC,,True,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
43793,0.0,2013-02-14,Rwssp,820,DWE,36.03109958,-10.26054205,Shuleni,0,Rufiji,Nangero B,Ruvuma,10,5,Namtumbo,Mgombasi,900,True,GeoData Consultants Ltd,WUG,,False,2009,swn 80,swn 80,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
47637,0.0,2013-01-29,Wvt,0,WVT,0.0,-2e-08,Wema,0,Lake Victoria,Mwangalanga,Shinyanga,17,1,Bariadi,Lagangabilili,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
45472,50.0,2013-02-11,World Bank,1423,Cosmos Engineering,34.34560418,-4.39084748,Sangulo,0,Internal,Njia Panda,Singida,13,1,Iramba,Ulemo,250,True,GeoData Consultants Ltd,WUA,Misigiri water supply,True,2006,submersible,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional needs repair
38116,0.0,2012-10-09,Dwsp,0,DWE,33.49248196,-3.62757176,Shuleni Sekondari,0,Internal,Ibadakuli Kati,Shinyanga,17,7,Shinyanga Urban,Ibadakuli,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,salty,salty,insufficient,insufficient,hand dtw,borehole,groundwater,hand pump,hand pump,non functional
5004,0.0,2012-10-26,Redep,0,DWE,0.0,-2e-08,Kwa Antony,0,Lake Victoria,Mkuyuni,Mwanza,19,2,Magu,Kabita,0,True,GeoData Consultants Ltd,VWC,,True,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
23693,5.0,2013-03-29,Ces (gmbh),1429,DWE,37.27912291,-3.21781809,Kwa Stanslaus Massawe,0,Pangani,Kitole,Kilimanjaro,3,4,Moshi Rural,Kibosho Magharibi,30,True,GeoData Consultants Ltd,Water Board,Lyamungo umbwe water supply,True,2007,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
54369,10.0,2013-02-04,Private Individual,1523,Dmdd,35.66872578,-3.33531711,Standi,0,Internal,Barazani,Arusha,24,30,Karatu,Karatu,2000,True,GeoData Consultants Ltd,VWC,Kaviwaso,True,2012,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
25807,500.0,2011-03-10,Government Of Tanzania,268,DWE,36.68214126,-8.26822689,Kwa Lihapa,0,Rufiji,Iyundu,Morogoro,5,3,Ulanga,Minepa,1,True,GeoData Consultants Ltd,,Minepa w,True,1974,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non functional
26023,0.0,2013-03-28,World Vision,1571,Community,36.83637211,-3.31017665,Ndewariyo Nanyalo,0,Pangani,Bondeni,Arusha,2,7,Meru,Songoro,98,True,GeoData Consultants Ltd,VWC,Kyamara gravity water supply,True,1998,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
70286,0.0,2013-02-22,Regwa Company Of Egypt,1033,REGWA Company,36.70848785,-4.63159746,Lojotoo,0,Internal,Lojotoo,Manyara,21,5,Kiteto,Makame,1,True,GeoData Consultants Ltd,VWC,REGWA,True,2009,other,other,other,vwc,user-group,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,other,other,non functional
2896,0.0,2011-03-06,Missi,1642,Missi,35.09166761,-9.5237611,none,0,Lake Nyasa,Makando,Iringa,11,4,Njombe,Kifanya,35,True,GeoData Consultants Ltd,VWC,Matund,False,1998,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
63017,30.0,2013-01-19,Gen,82,GEN,39.37520763,-10.29250507,Majengo Primary School 2,0,Ruvuma / Southern Coast,Mkwajuni B,Lindi,80,23,Lindi Rural,Mtama,1,False,GeoData Consultants Ltd,VWC,GEN Borehole Scheme,False,2010,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional
6593,0.0,2011-07-13,He,0,HE,31.62694275,-1.78083561,Rukindo,0,Lake Victoria,Bulengansi,Kagera,18,3,Muleba,Ikondo,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,non functional
6169,0.0,2012-11-13,World Vision,0,World vision,34.00758215,-3.47977186,Ikulilo Dispensary,0,Internal,Ikulilo,Shinyanga,17,2,Maswa,Dakama,0,True,GeoData Consultants Ltd,WUG,,False,0,gravity,gravity,gravity,wug,user-group,other,other,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
6129,0.0,2013-02-12,Moslem Foundation,223,Artisan,39.01162532,-8.52524588,Moslem Center,0,Rufiji,Namkaba,Lindi,80,13,Kilwa,Chumo,356,,GeoData Consultants Ltd,,,False,2009,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non functional
11884,0.0,2011-07-05,,0,,33.58933747,-9.20751768,Kwa Mzee Suvilu,0,Lake Nyasa,Kyimo,Mbeya,12,4,Rungwe,Kyimo,0,True,GeoData Consultants Ltd,VWC,I,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
7140,0.0,2011-04-10,Water,0,MWE &,35.89108428,-6.16563742,Kwa Mayala,0,Wami / Ruvu,Madukani,Dodoma,1,5,Dodoma Urban,Mtumba,0,True,GeoData Consultants Ltd,VWC,Ihum,False,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
23270,0.0,2011-07-27,Dadis,0,DWE,33.86048981,-9.49103139,Apostolic Church,0,Lake Nyasa,Mnyanja,Mbeya,12,3,Kyela,Ikama,0,True,GeoData Consultants Ltd,Water authority,no scheme,True,0,nira/tanira,nira/tanira,handpump,water authority,commercial,never pay,never pay,soft,good,dry,dry,hand dtw,borehole,groundwater,hand pump,hand pump,non functional
67845,0.0,2011-07-12,Hesawa,0,HESAWA,31.74869826,-2.44080165,Kilimahewa,0,Lake Victoria,Dodoma,Kagera,18,8,Chato,Kigongo,0,True,GeoData Consultants Ltd,WUA,,True,0,nira/tanira,nira/tanira,handpump,wua,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
60761,500.0,2011-03-11,Nethalan,372,DWE,37.75640071,-5.98656064,Kwa Mdugi,0,Wami / Ruvu,Kisauke,Morogoro,5,6,Mvomero,Kanga,56,True,GeoData Consultants Ltd,VWC,,True,1995,other,other,other,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non functional
4098,0.0,2011-12-07,Danida,0,Central government,33.93165563,-9.63848733,Kwa Dickson Mwamsaku,0,Lake Nyasa,Mpunguti,Mbeya,12,3,Kyela,Bujonde,0,True,GeoData Consultants Ltd,VWC,Ngana water supplied scheme,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
70295,0.0,2013-01-18,Norad,1464,RWE,30.72469116,-3.58812475,Kanyamahela A,0,Lake Tanganyika,Kanyamahela,Kigoma,16,1,Kibondo,Kibondo Urban,800,True,GeoData Consultants Ltd,Water authority,Kibondo gravity point source water supply,True,1988,gravity,gravity,gravity,water authority,commercial,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,functional
32180,200.0,2011-04-18,Cefa,1586,CEFA,35.17883817,-9.23553363,Kwa Onolata Mlumbe,0,Rufiji,Lung'Angali,Iringa,11,4,Njombe,Lupembe,25,True,GeoData Consultants Ltd,WUA,matembwe water supply schem,True,1996,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non functional
21729,0.0,2011-03-22,Bsf,0,BSF,36.14790645,-6.02394722,Bombani,0,Wami / Ruvu,Azimio,Dodoma,1,4,Chamwino,Chilionwa,0,True,GeoData Consultants Ltd,VWC,Nzal,True,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
10740,0.0,2011-07-26,World Vision,0,DWE,31.82673585,-1.1186065,Kalega,0,Lake Victoria,Nyakashero,Kagera,18,2,Bukoba Rural,Kishanje,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,functional
1152,50.0,2011-02-26,Private Individual,-6,Da,38.86307452,-6.52588455,Mohamed,0,Wami / Ruvu,Zombengalawa,Pwani,6,1,Bagamoyo,Yombo,40,False,GeoData Consultants Ltd,Company,Bagamoyo Wate,True,2011,mono,mono,motorpump,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
55829,0.0,2011-03-11,Dhv,85,DWE,38.02349745,-7.26917945,Kwa Nyagongo,0,Wami / Ruvu,Kwa Nyagongo,Morogoro,5,2,Morogoro Rural,Selambala,150,True,GeoData Consultants Ltd,VWC,,True,1998,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
30880,0.0,2011-07-13,Danida,0,Central government,33.91811001,-9.67030989,Kwa Mwaitambo,0,Lake Nyasa,Mbangala,Mbeya,12,3,Kyela,Ngonga,0,True,GeoData Consultants Ltd,VWC,Ngana water supplied scheme,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
51611,50.0,2013-02-13,Kiuma,674,KIUMA,36.96195662,-11.3119134,Kwa Said Mohamed,0,Ruvuma / Southern Coast,Nyasa,Ruvuma,10,1,Tunduru,Marumba,1,True,GeoData Consultants Ltd,VWC,,False,2011,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional needs repair
29968,500.0,2011-03-28,Wananchi,1388,wananchi,34.64001903,-8.82836189,Kwa Exaud Udope,0,Rufiji,Kati,Iringa,11,4,Njombe,Wanging'ombe,75,True,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,True,1987,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
71426,1000.0,2011-03-02,Danida,1643,DANID,35.59943889,-7.88984728,none,0,Rufiji,Isimila,Iringa,11,1,Iringa Rural,Mseke,1,True,GeoData Consultants Ltd,VWC,Meseke,True,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
71727,0.0,2013-03-17,Wfp,1909,Active MKM,35.36936827,-1.86754909,Shuleni,0,Lake Victoria,Mairowa,Arusha,2,5,Ngorongoro,Soit Sambu,302,True,GeoData Consultants Ltd,Parastatal,,False,2011,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
48322,0.0,2011-03-14,Water,0,Water,36.64090009,-6.78233792,Kwamgunga,0,Wami / Ruvu,Kati,Dodoma,1,1,Mpwapwa,Lumuma,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,coloured,colored,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
31127,0.0,2013-12-03,Kkkt,1201,Community,36.82015028,-3.36973553,Mzee Michael,0,Pangani,Kilalanic,Arusha,2,7,Meru,Poli,120,True,GeoData Consultants Ltd,VWC,Nkura kilala gravity water supply,True,2011,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
6200,0.0,2011-02-21,Private,34,Private,39.21799344,-7.0012657,Abdallah Chingi,0,Wami / Ruvu,Kimbangulile,Pwani,40,43,Mkuranga,Tambani,60,True,GeoData Consultants Ltd,Private operator,,False,2010,other,other,other,private operator,commercial,never pay,never pay,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,other,other,non functional
57207,0.0,2013-03-14,World Vision,1257,WORLD VISION,36.80254887,-2.58699671,Kwa Noorkisongo,0,Internal,Matiani,Arusha,2,6,Longido,Namanga,400,True,GeoData Consultants Ltd,VWC,Namanga water project,True,2003,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,cattle trough,cattle trough,functional needs repair
